,Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,ticker
68,2017-10-28,71.51921490304042,71.67310255107101,71.46251815282234,71.65690612792969,13720000,0.0,0,HYG
69,2017-10-29,71.51921490304042,71.67310255107101,71.46251815282234,71.65690612792969,13720000,0.0,0,HYG
70,2017-10-30,71.51925075774648,71.68934109367198,71.51925075774648,71.64073944091797,5954500,0.0,0,HYG
71,2017-10-31,71.67310255107101,71.68930515369463,71.63260840347657,71.65690612792969,7198400,0.0,0,HYG
72,2017-11-01,71.7187499445083,71.73501365780889,71.58048666340807,71.58861541748047,9505500,0.366,0,HYG
73,2017-11-02,71.58049200820963,71.6374243167464,71.49102606548666,71.54795837402344,6096800,0.0,0,HYG
74,2017-11-03,71.58860347097777,71.63740701304691,71.46661012869181,71.55607604980469,7003200,0.0,0,HYG
75,2017-11-04,71.58860347097777,71.63740701304691,71.46661012869181,71.55607604980469,7003200,0.0,0,HYG
76,2017-11-05,71.58860347097777,71.63740701304691,71.46661012869181,71.55607604980469,7003200,0.0,0,HYG
77,2017-11-06,71.51541164460915,71.60487757094995,71.4828780163802,71.564208984375,12262400,0.0,0,HYG
78,2017-11-07,71.54795244990974,71.5560874090718,71.3364869477868,71.36088562011719,11805400,0.0,0,HYG
79,2017-11-08,71.36086571643267,71.36086571643267,71.01113703187859,71.04367065429688,18120000,0.0,0,HYG
80,2017-11-09,70.87287867142537,70.87287867142537,70.53128492023907,70.6939468383789,38343500,0.0,0,HYG
81,2017-11-10,70.7102398167615,70.9054354232269,70.66143626127781,70.84850311279297,24521600,0.0,0,HYG
82,2017-11-11,70.7102398167615,70.9054354232269,70.66143626127781,70.84850311279297,24521600,0.0,0,HYG
83,2017-11-12,70.7102398167615,70.9054354232269,70.66143626127781,70.84850311279297,24521600,0.0,0,HYG
84,2017-11-13,70.79156291677604,70.88916381171505,70.78342795757551,70.79969787597656,16280500,0.0,0,HYG
85,2017-11-14,70.69395196564717,70.72648559266561,70.44995907074119,70.4987564086914,13870600,0.0,0,HYG
86,2017-11-15,70.31982456266742,70.56382366272828,70.12462900571167,70.4987564086914,25382000,0.0,0,HYG
87,2017-11-16,70.8566426992661,71.2470339376863,70.79157542447712,71.19010162353516,30075200,0.0,0,HYG
88,2017-11-17,71.05182282528706,71.17382238762461,71.03555290755912,71.14128875732422,15942100,0.0,0,HYG
89,2017-11-18,71.05182282528706,71.17382238762461,71.03555290755912,71.14128875732422,15942100,0.0,0,HYG
90,2017-11-19,71.05182282528706,71.17382238762461,71.03555290755912,71.14128875732422,15942100,0.0,0,HYG
91,2017-11-20,71.18196093065121,71.2714268749922,71.10876490627568,71.15756225585938,8930300,0.0,0,HYG
92,2017-11-21,71.22260123788541,71.33646581179458,71.22260123788541,71.3039321899414,10102400,0.0,0,HYG
93,2017-11-22,71.34461252534872,71.46661207611385,71.32834260916408,71.41780853271484,9473800,0.0,0,HYG
94,2017-11-23,71.34461252534872,71.46661207611385,71.32834260916408,71.41780853271484,9473800,0.0,0,HYG
95,2017-11-24,71.46661376953125,71.50727615064652,71.43408014154599,71.46661376953125,3126500,0.0,0,HYG
96,2017-11-25,71.46661376953125,71.50727615064652,71.43408014154599,71.46661376953125,3126500,0.0,0,HYG
97,2017-11-26,71.46661376953125,71.50727615064652,71.43408014154599,71.46661376953125,3126500,0.0,0,HYG
98,2017-11-27,71.46660970245826,71.46660970245826,71.1982119407204,71.24700927734375,10645400,0.0,0,HYG
99,2017-11-28,71.27954695990482,71.48287748094634,71.27141200161974,71.46661376953125,10403700,0.0,0,HYG
100,2017-11-29,71.42592592731914,71.47472325356406,71.31206136264541,71.37712860107422,11806200,0.0,0,HYG
101,2017-11-30,71.40153705681702,71.53166534636819,71.39340209960938,71.39340209960938,17981500,0.0,0,HYG
102,2017-12-01,71.40321652341711,71.46856070306384,71.04383599848805,71.37054443359375,15485800,0.372,0,HYG
103,2017-12-02,71.40321652341711,71.46856070306384,71.04383599848805,71.37054443359375,15485800,0.372,0,HYG
104,2017-12-03,71.40321652341711,71.46856070306384,71.04383599848805,71.37054443359375,15485800,0.372,0,HYG
105,2017-12-04,71.46852702198828,71.55837366876938,71.32150580285204,71.34600830078125,14801700,0.0,0,HYG
106,2017-12-05,71.38690632179176,71.4277417733988,71.28889002111615,71.30522918701172,9347600,0.0,0,HYG
107,2017-12-06,71.2970504035816,71.39506669160875,71.22353662966994,71.23987579345703,10081700,0.0,0,HYG
108,2017-12-07,71.27255249023438,71.31338793920784,71.19903871157727,71.27255249023438,8955900,0.0,0,HYG
109,2017-12-08,71.32967537934879,71.36234745377473,71.28066415192936,71.34600830078125,9100400,0.0,0,HYG
110,2017-12-09,71.32967537934879,71.36234745377473,71.28066415192936,71.34600830078125,9100400,0.0,0,HYG
111,2017-12-10,71.32967537934879,71.36234745377473,71.28066415192936,71.34600830078125,9100400,0.0,0,HYG
112,2017-12-11,71.34603419312761,71.37870627941065,71.29702917948468,71.36237335205078,11847900,0.0,0,HYG
113,2017-12-12,71.42772195597956,71.42772195597956,71.32154233338134,71.3297119140625,8846700,0.0,0,HYG
114,2017-12-13,71.36238108481088,71.42771903289365,71.32970899498753,71.37054443359375,7495000,0.0,0,HYG
115,2017-12-14,71.33787520416134,71.38688645664354,71.1173463784662,71.22352600097656,19337000,0.0,0,HYG
116,2017-12-15,71.30518793520461,71.33785378496589,71.22350461611445,71.23167419433594,14223900,0.0,0,HYG
117,2017-12-16,71.30518793520461,71.33785378496589,71.22350461611445,71.23167419433594,14223900,0.0,0,HYG
118,2017-12-17,71.30518793520461,71.33785378496589,71.22350461611445,71.23167419433594,14223900,0.0,0,HYG
119,2017-12-18,71.25621792089095,71.37873673884397,71.2480545695091,71.30522918701172,11735200,0.0,0,HYG
120,2017-12-19,71.30517857951773,71.34601400214261,71.13364861718406,71.15815734863281,10985000,0.0,0,HYG
121,2017-12-20,71.22351063738834,71.27252187929835,71.13366396404335,71.21534729003906,11857400,0.0,0,HYG
122,2017-12-21,71.29819683237922,71.34740559491301,71.24898806984544,71.28999328613281,11195700,0.361,0,HYG
123,2017-12-22,71.33102457918194,71.41304129201734,71.28181580297552,71.35562896728516,11136900,0.0,0,HYG
124,2017-12-23,71.33102457918194,71.41304129201734,71.28181580297552,71.35562896728516,11136900,0.0,0,HYG
125,2017-12-24,71.33102457918194,71.41304129201734,71.28181580297552,71.35562896728516,11136900,0.0,0,HYG
126,2017-12-25,71.33102457918194,71.41304129201734,71.28181580297552,71.35562896728516,11136900,0.0,0,HYG
127,2017-12-26,71.30642749215345,71.4622573852539,71.29822394278771,71.4622573852539,5798900,0.0,0,HYG
128,2017-12-27,71.42121250387562,71.52783355654049,71.42121250387562,71.49502563476562,5625500,0.0,0,HYG
129,2017-12-28,71.51147242397356,71.52787326523028,71.43765299463145,71.4622573852539,6116500,0.0,0,HYG
130,2017-12-29,71.47043912510895,71.60986813440533,71.4212303588803,71.56886291503906,5116800,0.0,0,HYG
131,2017-12-30,71.47043912510895,71.60986813440533,71.4212303588803,71.56886291503906,5116800,0.0,0,HYG
132,2017-12-31,71.47043912510895,71.60986813440533,71.4212303588803,71.56886291503906,5116800,0.0,0,HYG
133,2018-01-01,71.47043912510895,71.60986813440533,71.4212303588803,71.56886291503906,5116800,0.0,0,HYG
134,2018-01-02,71.60168165994399,71.65089043360528,71.5606701769104,71.63448333740234,7223500,0.0,0,HYG
135,2018-01-03,71.63446278189203,71.9953437051167,71.63446278189203,71.97894287109375,20557100,0.0,0,HYG
136,2018-01-04,72.02816270856258,72.16759172035376,71.98715123098968,72.10198211669922,13610900,0.0,0,HYG
137,2018-01-05,72.15117645263672,72.18398437663843,72.07735705926491,72.15117645263672,9851600,0.0,0,HYG
138,2018-01-06,72.15117645263672,72.18398437663843,72.07735705926491,72.15117645263672,9851600,0.0,0,HYG
139,2018-01-07,72.15117645263672,72.18398437663843,72.07735705926491,72.15117645263672,9851600,0.0,0,HYG
140,2018-01-08,72.14297401681263,72.20038632033072,72.06095733428276,72.09376525878906,9804000,0.0,0,HYG
141,2018-01-09,72.16757186007518,72.16757186007518,71.85590599169852,71.87230682373047,13550400,0.0,0,HYG
142,2018-01-10,71.76571573211821,71.81492450622862,71.5770716689053,71.71650695800781,33182000,0.0,0,HYG
143,2018-01-11,71.78210251252466,71.9625429922221,71.73289374805177,71.954345703125,12911500,0.0,0,HYG
144,2018-01-12,71.8395266361481,71.93795043875032,71.80672495942098,71.83132934570312,12088500,0.0,0,HYG
145,2018-01-13,71.8395266361481,71.93795043875032,71.80672495942098,71.83132934570312,12088500,0.0,0,HYG
146,2018-01-14,71.8395266361481,71.93795043875032,71.80672495942098,71.83132934570312,12088500,0.0,0,HYG
147,2018-01-15,71.8395266361481,71.93795043875032,71.80672495942098,71.83132934570312,12088500,0.0,0,HYG
148,2018-01-16,71.88051105323272,71.95433044175773,71.72467498882426,71.79029083251953,18474100,0.0,0,HYG
149,2018-01-17,71.81490852565896,71.92153585580274,71.78210059772799,71.79850769042969,16340400,0.0,0,HYG
150,2018-01-18,71.76568950797252,71.81489826410139,71.68367282860058,71.72467803955078,16134900,0.0,0,HYG
151,2018-01-19,71.71649099933846,71.80671123678054,71.67547952505664,71.79850769042969,14401800,0.0,0,HYG
152,2018-01-20,71.71649099933846,71.80671123678054,71.67547952505664,71.79850769042969,14401800,0.0,0,HYG
153,2018-01-21,71.71649099933846,71.80671123678054,71.67547952505664,71.79850769042969,14401800,0.0,0,HYG
154,2018-01-22,71.75750077587371,71.88873249593654,71.75750077587371,71.86412811279297,16674700,0.0,0,HYG
155,2018-01-23,71.91332868662803,72.09376915242203,71.87231721441228,72.07736206054688,11600300,0.0,0,HYG
156,2018-01-24,72.01176037808928,72.07736998038271,71.8887322053958,71.97074890136719,10746300,0.0,0,HYG
157,2018-01-25,72.09381448176458,72.09381448176458,71.85596155980059,71.92157745361328,11039300,0.0,0,HYG
158,2018-01-26,71.94613494557586,72.04455246465753,71.87231554879266,71.97894287109375,7164100,0.0,0,HYG
159,2018-01-27,71.94613494557586,72.04455246465753,71.87231554879266,71.97894287109375,7164100,0.0,0,HYG
160,2018-01-28,71.94613494557586,72.04455246465753,71.87231554879266,71.97894287109375,7164100,0.0,0,HYG
161,2018-01-29,71.87231056540891,71.91332203383064,71.708277206665,71.72467803955078,19590800,0.0,0,HYG
162,2018-01-30,71.72469542245457,71.7328989696214,71.4704417775402,71.47864532470703,18469300,0.0,0,HYG
163,2018-01-31,71.60167694091797,71.70009448175418,71.52785752781747,71.60167694091797,12692800,0.0,0,HYG
164,2018-02-01,71.54071343830603,71.64778339213046,71.4254054007053,71.46658325195312,17920000,0.366,0,HYG
165,2018-02-02,71.2853881572044,71.34304217500318,70.95593393386139,71.01358795166016,24787000,0.0,0,HYG
166,2018-02-03,71.2853881572044,71.34304217500318,70.95593393386139,71.01358795166016,24787000,0.0,0,HYG
167,2018-02-04,71.2853881572044,71.34304217500318,70.95593393386139,71.01358795166016,24787000,0.0,0,HYG
168,2018-02-05,70.93948714676765,71.2524716162861,70.48649290039928,70.61827087402344,28071300,0.0,0,HYG
169,2018-02-06,70.42883007430437,71.12891657414937,70.42883007430437,71.04655456542969,33924300,0.0,0,HYG
170,2018-02-07,71.14537591395835,71.34305224615916,70.717089761825,70.7829818725586,24298100,0.0,0,HYG
171,2018-02-08,70.75825368629997,70.83237757683487,70.15699934431535,70.16523742675781,25419300,0.0,0,HYG
172,2018-02-09,70.23937529358467,70.35468333546022,69.2427807694792,69.96757507324219,47230300,0.0,0,HYG
173,2018-02-10,70.23937529358467,70.35468333546022,69.2427807694792,69.96757507324219,47230300,0.0,0,HYG
174,2018-02-11,70.23937529358467,70.35468333546022,69.2427807694792,69.96757507324219,47230300,0.0,0,HYG
175,2018-02-12,70.1734741676253,70.55235058087334,70.14053440316705,70.44527435302734,23448100,0.0,0,HYG
176,2018-02-13,70.27232395871283,70.35468595114075,70.09936188946905,70.22290802001953,14679900,0.0,0,HYG
177,2018-02-14,70.00054317543831,70.37118167005855,69.92641924680565,70.34647369384766,19332400,0.0,0,HYG
178,2018-02-15,70.51116343866293,70.91474151611328,70.51116343866293,70.91474151611328,21931600,0.0,0,HYG
179,2018-02-16,70.90651002292888,71.25244040527885,70.89004013987247,71.20301818847656,29195600,0.0,0,HYG
180,2018-02-17,70.90651002292888,71.25244040527885,70.89004013987247,71.20301818847656,29195600,0.0,0,HYG
181,2018-02-18,70.90651002292888,71.25244040527885,70.89004013987247,71.20301818847656,29195600,0.0,0,HYG
182,2018-02-19,70.90651002292888,71.25244040527885,70.89004013987247,71.20301818847656,29195600,0.0,0,HYG
183,2018-02-20,70.99713336842215,71.1453874998068,70.9230094446391,70.9559555053711,22740600,0.0,0,HYG
184,2018-02-21,71.03008291737792,71.14539099369327,70.618266563732,70.6347427368164,15656700,0.0,0,HYG
185,2018-02-22,70.66766555316391,70.94769756529405,70.61824333398692,70.68413543701172,14626900,0.0,0,HYG
186,2018-02-23,70.74179398494886,71.17831819875404,70.69237804642516,71.15361022949219,15919500,0.0,0,HYG
187,2018-02-24,70.74179398494886,71.17831819875404,70.69237804642516,71.15361022949219,15919500,0.0,0,HYG
188,2018-02-25,70.74179398494886,71.17831819875404,70.69237804642516,71.15361022949219,15919500,0.0,0,HYG
189,2018-02-26,71.20303044847208,71.39246869722989,71.15361450697769,71.27716064453125,10996300,0.0,0,HYG
190,2018-02-27,71.22774508633725,71.24421497231815,70.99712269588132,71.08772277832031,13840900,0.0,0,HYG
191,2018-02-28,71.17008245294232,71.2277364726297,70.93122829028987,70.98064422607422,8751000,0.0,0,HYG
192,2018-03-01,71.03934874251519,71.0558840520242,70.51012420654297,70.51012420654297,24974200,0.341,0,HYG
193,2018-03-02,70.55148953929647,70.94013565186677,70.52668341445674,70.90705871582031,18767600,0.0,0,HYG
194,2018-03-03,70.55148953929647,70.94013565186677,70.52668341445674,70.90705871582031,18767600,0.0,0,HYG
195,2018-03-04,70.55148953929647,70.94013565186677,70.52668341445674,70.90705871582031,18767600,0.0,0,HYG
196,2018-03-05,70.75821565800148,70.95667096549975,70.75821565800148,70.90705871582031,9000200,0.0,0,HYG
197,2018-03-06,70.9731944347185,71.07241890869821,70.85742834255623,71.00627136230469,14462900,0.0,0,HYG
198,2018-03-07,70.9235800129506,70.95665694246011,70.78300779411954,70.83262634277344,8195200,0.0,0,HYG
199,2018-03-08,70.91534423828125,70.94842118118946,70.79130727957092,70.91534423828125,10201800,0.0,0,HYG
200,2018-03-09,70.99803504253825,71.22129652622715,70.93188115522972,71.17168426513672,8942600,0.0,0,HYG
201,2018-03-10,70.99803504253825,71.22129652622715,70.93188115522972,71.17168426513672,8942600,0.0,0,HYG
202,2018-03-11,70.99803504253825,71.22129652622715,70.93188115522972,71.17168426513672,8942600,0.0,0,HYG
203,2018-03-12,71.11373018437244,71.17161320077614,70.94008113516135,71.05584716796875,10126500,0.0,0,HYG
204,2018-03-13,71.05588773098869,71.14684770994508,70.79127860369172,70.83262634277344,19020400,0.0,0,HYG
205,2018-03-14,70.89050221944107,70.93184364556059,70.71684677989192,70.74992370605469,10802500,0.0,0,HYG
206,2018-03-15,70.74163937254059,70.90701764820936,70.70029164923498,70.79952239990234,8647900,0.0,0,HYG
207,2018-03-16,70.8160946681674,70.95666690673868,70.77474692327931,70.94840240478516,11006000,0.0,0,HYG
208,2018-03-17,70.8160946681674,70.95666690673868,70.77474692327931,70.94840240478516,11006000,0.0,0,HYG
209,2018-03-18,70.8160946681674,70.95666690673868,70.77474692327931,70.94840240478516,11006000,0.0,0,HYG
210,2018-03-19,70.83262915786904,70.85743527879224,70.57628452117714,70.65897369384766,14298800,0.0,0,HYG
211,2018-03-20,70.64240862187323,70.82432851037497,70.64240862187323,70.79952239990234,14317800,0.0,0,HYG
212,2018-03-21,70.76647302920856,70.95665748938018,70.7168544801722,70.82435607910156,8643700,0.0,0,HYG
213,2018-03-22,70.6589796458921,70.75821044672323,70.38610598397155,70.40264129638672,15972300,0.0,0,HYG
214,2018-03-23,70.52669060059723,70.60937979474855,70.1380444484268,70.22073364257812,21847400,0.0,0,HYG
215,2018-03-24,70.52669060059723,70.60937979474855,70.1380444484268,70.22073364257812,21847400,0.0,0,HYG
216,2018-03-25,70.52669060059723,70.60937979474855,70.1380444484268,70.22073364257812,21847400,0.0,0,HYG
217,2018-03-26,70.57629104893557,70.69205716313763,70.39437106696658,70.67552185058594,12454200,0.0,0,HYG
218,2018-03-27,70.68379968582914,70.80783031424323,70.46053193712241,70.609375,12661500,0.0,0,HYG
219,2018-03-28,70.58454949574057,70.65070335191972,70.45224178338226,70.57627868652344,14642900,0.0,0,HYG
220,2018-03-29,70.69204890505145,70.86569805606926,70.60935973439241,70.81608581542969,10299600,0.0,0,HYG
221,2018-03-30,70.69204890505145,70.86569805606926,70.60935973439241,70.81608581542969,10299600,0.0,0,HYG
222,2018-03-31,70.69204890505145,70.86569805606926,70.60935973439241,70.81608581542969,10299600,0.0,0,HYG
223,2018-04-01,70.69204890505145,70.86569805606926,70.60935973439241,70.81608581542969,10299600,0.0,0,HYG
224,2018-04-02,70.67410887125043,70.79864698953175,70.48313986556239,70.541259765625,18902700,0.349,0,HYG
225,2018-04-03,70.66580142397835,70.74882894441387,70.48313707826398,70.74052429199219,12994100,0.0,0,HYG
226,2018-04-04,70.49143801978259,70.93979420804389,70.49143801978259,70.89827728271484,9677200,0.0,0,HYG
227,2018-04-05,70.93151326875072,71.05605775178016,70.91491029382472,70.9564208984375,10152000,0.0,0,HYG
228,2018-04-06,70.91489115101591,70.9896140199055,70.71561749812265,70.79864501953125,12680800,0.0,0,HYG
229,2018-04-07,70.91489115101591,70.9896140199055,70.71561749812265,70.79864501953125,12680800,0.0,0,HYG
230,2018-04-08,70.91489115101591,70.9896140199055,70.71561749812265,70.79864501953125,12680800,0.0,0,HYG
231,2018-04-09,70.9481217350001,71.08097088307272,70.91491578257798,71.06436157226562,9043200,0.0,0,HYG
232,2018-04-10,71.15567779897783,71.35495147633725,71.13907482649519,71.32173919677734,11434100,0.0,0,HYG
233,2018-04-11,71.29679579590264,71.40473089936737,71.24697423426463,71.34661102294922,7675500,0.0,0,HYG
234,2018-04-12,71.42966709540926,71.62063609982295,71.37985184842915,71.6040267944336,23692600,0.0,0,HYG
235,2018-04-13,71.65383535186878,71.74516751112732,71.60401377935051,71.6455307006836,16213400,0.0,0,HYG
236,2018-04-14,71.65383535186878,71.74516751112732,71.60401377935051,71.6455307006836,16213400,0.0,0,HYG
237,2018-04-15,71.65383535186878,71.74516751112732,71.60401377935051,71.6455307006836,16213400,0.0,0,HYG
238,2018-04-16,71.72854850013124,71.8281852970889,71.6372163532347,71.75345611572266,10781600,0.0,0,HYG
239,2018-04-17,71.86141896192017,71.95275113601394,71.76178213529226,71.78668975830078,15577600,0.0,0,HYG
240,2018-04-18,71.83649794166571,71.86141189681864,71.68704588371425,71.71195983886719,13745600,0.0,0,HYG
241,2018-04-19,71.57911751309963,71.60402513601281,71.3964531656113,71.48778533935547,19345500,0.0,0,HYG
242,2018-04-20,71.44627989737334,71.4794858405892,71.29682781452489,71.31343078613281,17693500,0.0,0,HYG
243,2018-04-21,71.44627989737334,71.4794858405892,71.29682781452489,71.31343078613281,17693500,0.0,0,HYG
244,2018-04-22,71.44627989737334,71.4794858405892,71.29682781452489,71.31343078613281,17693500,0.0,0,HYG
245,2018-04-23,71.26361446864752,71.27191278702998,71.0560424863909,71.12246704101562,15971100,0.0,0,HYG
246,2018-04-24,71.14739229930233,71.21381053579469,70.8899986699848,70.98133087158203,17872600,0.0,0,HYG
247,2018-04-25,70.91487827992655,71.02281340470807,70.77372455109818,70.9896011352539,15078400,0.0,0,HYG
248,2018-04-26,71.04773187182582,71.28851611119069,71.00621494502049,71.23870086669922,17479700,0.0,0,HYG
249,2018-04-27,71.29685284227298,71.33836345316165,71.0809761280238,71.20552062988281,7014700,0.0,0,HYG
250,2018-04-28,71.29685284227298,71.33836345316165,71.0809761280238,71.20552062988281,7014700,0.0,0,HYG
251,2018-04-29,71.29685284227298,71.33836345316165,71.0809761280238,71.20552062988281,7014700,0.0,0,HYG
252,2018-04-30,71.15565490722656,71.28019933185989,71.14735659095223,71.15565490722656,12473000,0.0,0,HYG
